Handle,geometry,divide and conquer,interactive,bitmasks,string suffix structures,dp,hashing,brute force,binary search,number theory,graphs,dfs and similar,combinatorics,expression parsing,fft,schedules,trees,implementation,2-sat,chinese remainder theorem,matrices,strings,meet-in-the-middle,shortest paths,ternary search,*special,sortings,probabilities,data structures,graph matchings,games,flows,greedy,constructive algorithms,dsu,math,two pointers
Smoge,53500,76800,41900,124200,23800,658000,70600,427800,362600,198500,515900,446300,143500,12600,11100,2000,294200,782300,13900,11400,22700,204500,14900,118500,26200,99900,376500,35900,672400,18800,38000,38500,850600,473500,170100,651900,183600
rdd6584,77200,96000,63000,226300,22000,1143200,82900,528500,410100,259100,415100,363900,247300,1600,20300,0,292100,741700,7700,7500,39000,252800,19100,116900,38400,5400,413000,71300,613900,19600,54900,24600,1176100,631000,138200,916800,265100
A_Le_K,110100,56900,43900,147800,16500,682200,75200,632200,412400,311700,342900,330900,214500,20500,14300,4100,202300,1219500,6200,2000,27600,246300,9800,98500,21800,59700,406000,55800,514800,10800,51300,21000,923200,563800,113800,971200,180500
rniya,77900,83600,62200,231200,27600,800600,81200,481300,376100,228900,399600,324500,228200,0,38800,2000,250900,519600,15500,3200,35000,176000,13700,81400,35500,0,387100,101300,601600,46100,50500,35200,991700,565900,115800,770800,236600
emofunc,50900,35600,29800,76700,7600,250700,23700,156600,107000,81700,134000,80300,94100,1800,30700,0,97300,212400,1900,2600,13100,61600,8700,30600,7800,17000,77900,30700,265500,4700,16000,9800,237700,168500,57900,253300,49800
isawo,18000,3100,10100,32400,0,132400,6000,111800,99900,50800,60900,49300,50800,1400,0,0,32900,140600,7100,0,1600,40200,0,20100,1300,0,91600,4900,120400,4700,5000,9200,202200,118400,8400,177600,65300
zhanglichen,21300,32700,15100,76800,32500,340700,34000,275700,157100,117900,152500,172000,61000,0,1900,1700,158100,391800,8100,2000,8700,138300,2900,36300,13400,800,232000,15400,360300,3500,26400,2900,606400,306200,58100,490700,110600
aditya_sheth,87900,48200,42900,145400,11700,540100,43700,414700,273100,206400,279200,264000,178200,3300,11300,2000,199000,637300,6400,0,20200,163900,10800,65800,28300,9800,281200,37200,441600,16800,37600,22600,742900,460800,102300,707100,148600
19992147,79300,132900,80300,240400,53000,805400,90900,498500,368900,294600,435400,404900,268000,4500,67400,0,273900,650600,12200,14500,32500,245800,6400,116600,31600,4700,386600,73700,694400,20100,69100,37500,1024800,653300,153800,897900,265400
wjli,146300,103700,98100,260200,32300,1109700,113900,1076900,640400,437800,584900,541100,265700,18700,16200,2100,374000,2004500,12000,5200,30500,477300,17900,178000,51400,173900,773400,61900,838600,34200,79700,57500,1866900,997800,213000,1616300,372900
codelegend,154400,103400,115000,244000,21200,911000,108300,763900,497900,402000,557200,468700,265300,12600,35700,2000,343800,1273900,17400,7000,48100,340500,17300,126100,30300,79300,542500,100300,708100,40300,66700,59900,1416800,924700,165700,1386500,276400
lucky_2020,0,0,0,2300,0,16500,0,7000,6100,7600,7400,6000,3000,0,0,0,0,3800,1900,0,2700,0,0,2100,2100,0,9100,0,6400,4300,0,0,11300,8100,1700,18200,3500
HiedanoAkyuu,20200,14700,8200,41400,2000,149800,8000,99100,84600,55500,91100,79300,46300,0,0,0,65200,190500,5700,0,6800,64700,5300,27400,5000,10700,113500,2700,117200,2500,9800,13700,264900,128500,27600,221300,36000
H6_6Q,1700,3500,8400,14200,0,35900,3100,37100,32000,17200,24100,28100,14300,0,4600,0,15200,26600,1900,0,0,11000,0,6400,0,1000,24400,0,33000,0,1900,1600,68800,39700,6300,62100,15600
2qbingxuan,80400,58800,34000,130500,48600,496600,90600,313200,212100,201700,232100,238300,166800,1600,21300,0,192200,457200,3400,3300,23200,184300,9300,53700,28800,29700,261700,45800,442400,10800,41100,56900,630800,305200,76300,619900,136800
three_nil,1700,0,3700,2200,1600,21000,3200,18100,16300,13100,5800,4300,6200,0,0,0,5400,18300,1900,0,0,7400,0,0,0,0,14900,0,11400,0,7700,0,37000,32600,0,40600,15900
AutumnKite,154600,192600,206900,362600,65800,1197900,129300,680900,529400,340300,624100,480900,422500,3400,88300,0,480700,693000,38500,8800,65500,278500,30500,116800,32000,17600,475900,147100,1023500,54400,112500,100500,1192900,875800,177500,1250500,334600
pakhomov.e,2500,0,2000,3600,0,8900,0,7200,1800,2800,1400,0,3000,0,2000,0,0,1700,3900,2000,0,900,0,0,0,0,8100,0,1000,0,1700,2000,6100,8800,0,13000,1800
sojisan,25800,11000,11900,48300,0,190200,8700,209400,109600,80500,85500,70200,48000,2200,0,0,40200,377300,3400,0,1600,90000,3600,24800,10400,1900,141300,12900,124000,6700,26500,3600,388600,223100,25500,369900,80200
noimi,179700,177900,98100,380600,44500,1141300,98300,724800,535500,307000,577700,493900,344800,6600,39500,2000,451800,766800,38500,10300,84700,265900,23100,107500,38000,4400,481600,157600,987900,75600,116900,55000,1130300,750400,254200,1051200,358300
Jaydeep999997,71300,191100,77900,283400,34000,1096800,102000,691800,626700,376900,475300,432300,313900,3200,70500,2000,356500,929400,13700,15600,38800,285600,13800,149600,55800,9000,477300,56200,875700,20200,85900,52400,1316400,672900,203300,1245300,325000
mahmoudbadawy,91000,44000,33300,116300,10500,484800,51800,558400,312800,257600,270000,247200,141800,13100,1900,2000,148500,1120000,9200,5000,17200,271100,11400,81200,22400,77800,388900,23400,368500,14700,27700,11400,870300,498500,96900,841700,174100
28CM31E122228E2H8H230ML,1800,1200,900,4500,0,15700,0,15300,7100,7100,3400,1200,3000,0,0,0,0,8500,1900,0,0,3800,0,2000,0,1900,14400,0,12000,0,800,0,18900,15300,0,27900,4900
shiomusubi496,3000,1600,4100,8700,0,31600,5500,25200,14100,10100,13100,9400,13200,0,2000,0,3300,27600,5400,2000,2100,12700,0,2100,0,0,26200,2900,17200,1800,2600,10200,61600,41300,1700,60700,10900
patou,29000,59300,39100,81500,26900,295000,34800,170700,151900,85900,149000,104700,69200,0,11500,0,105600,182200,8600,4200,5400,68500,2600,33300,6800,4700,126400,33700,281000,16700,22500,22200,358000,228300,44100,301300,105500
gosu_hiroo,7700,1800,5700,9000,0,45000,3600,38300,29900,20200,25600,11100,20500,0,2500,0,1100,24400,1900,0,0,9800,0,7600,0,0,31600,0,27400,2100,1200,2200,57800,31400,3800,66700,21300
Kuaikule,0,0,2800,3100,0,8500,0,6400,6700,2800,3800,2400,4700,0,0,0,2400,2400,1900,0,1700,0,0,0,0,0,9600,0,2200,0,0,0,8500,12300,2400,10300,5600
DirectCurrent,8300,2400,7400,7500,0,32100,2300,15100,17300,5400,17400,4000,15600,0,2700,0,0,12700,1900,0,0,6500,0,6300,1700,0,20300,7300,16800,0,3400,2200,24800,22900,1700,38100,3900
idontreallycare,18100,31300,26500,45300,4400,151700,20600,97200,87000,54800,82700,64600,54100,0,7800,0,57800,138500,1900,2200,6500,22900,0,24000,3800,2500,73800,20600,145000,12000,2800,21200,190300,141200,36100,186700,45700
gmusya,105200,80700,58000,125100,15200,519100,54300,442800,328700,232800,405600,340900,141300,3000,9400,2000,251600,687300,8100,7400,10600,177700,18300,88500,23200,15700,375500,36100,603500,13900,51200,15200,881800,567800,122100,812800,195000
uwi,458200,308800,143300,592200,160000,2393500,301000,1414300,1072800,738100,1202200,1064100,709700,52200,85300,6600,835500,2104800,32100,27900,147800,667000,76200,329800,91600,334700,1055000,317700,2058700,108900,193100,158300,2241000,1370500,442700,2264200,585200
Iftekhar_Hakim_K,55200,52700,29600,111900,31500,526200,54900,412700,290700,188100,191700,202200,170600,2800,9500,2000,171900,714200,7300,3000,6000,246100,5000,85700,23700,10300,328900,28400,414100,9000,36000,16200,789600,412600,73900,726200,179300
palayutm,57100,38600,29500,125600,23300,535300,53800,415600,271700,187000,216800,196200,221500,6200,16500,2000,129700,569700,5500,2100,13400,175500,18900,50200,9400,9600,263500,40000,363000,8100,49600,24700,688900,340200,66000,663200,119800
ScarletS,45000,86500,84800,156400,10900,613700,39300,550900,339700,273100,308000,278600,135800,3400,2000,0,198200,893600,12900,4200,4800,203200,3600,104600,17200,67900,378500,33200,446700,15400,45500,21700,1088100,625800,100600,912300,219100
PauloMiranda98,62800,66000,42100,105700,55900,393300,74200,334400,220100,132200,183300,118800,91100,0,21200,0,140700,412600,3400,6900,15800,170700,4700,52400,10000,6300,251300,38000,352700,15100,27500,34100,590100,317300,79300,477800,142800
Pety,68700,64600,68000,159400,4100,675400,47700,419400,380500,263000,323600,308400,192000,10100,4600,0,253600,719800,6800,7500,11600,191400,7300,80200,34600,5400,357900,60100,538800,21900,53800,25600,929200,529900,104100,839800,202800
mjtai,43800,76800,78400,196900,19700,636700,51000,480900,374700,192000,289800,237800,193600,0,23900,0,181900,609600,7700,4200,12200,176800,8300,100300,29800,0,383500,35500,513600,14600,48500,19900,999400,659000,79400,813700,245600
Crayon_color,0,0,2000,2500,0,11300,0,9200,3900,12100,3400,2000,8400,0,0,0,2000,13200,1900,0,0,2700,0,0,0,0,7700,2700,3800,0,1100,0,12000,18200,0,28000,3900
VLamarca,127400,43900,68700,195900,17100,610900,52300,476000,325500,164300,476000,332900,134100,5400,6800,2000,204100,733900,5800,6900,11800,167200,16400,133300,24200,3100,238500,42900,565800,20600,67700,23400,674800,482700,96000,666900,146500
gokul.raj,94900,87000,59500,191600,22000,736500,79500,457700,327900,227000,382000,326400,190600,2600,27100,2000,231100,653100,19300,4800,27700,185200,11100,105900,28000,16600,369400,37200,578400,34000,53700,36600,899200,601400,118900,813600,219200
serotonin,37400,28900,34300,92700,9500,321700,28000,268400,163000,127500,186900,139400,100400,0,7600,0,103100,321900,10300,1000,12700,105400,1400,47000,11700,3000,178300,13200,251000,12900,27300,11200,473900,291400,49700,416400,108200
shygo_cmll01,25200,21300,52700,89000,2300,250000,15300,165100,152000,65000,140500,107100,69200,0,7900,0,87400,201800,3800,2300,4900,43200,10700,45600,12500,3900,108000,45800,205500,10000,23800,17000,334600,180900,29700,311300,71200
BrayanD,104900,151600,115600,309900,64600,937900,87700,638900,477100,329600,575700,448900,256000,1300,39800,0,340600,812600,7700,12100,23700,275500,14900,159700,49700,10300,499400,89000,768500,41600,78000,78800,1320300,809000,193100,1147000,262300
Bakry_,47000,86000,52500,124500,7100,573900,54000,492600,402600,231200,279000,255900,154900,0,14000,1200,207100,838600,7900,3200,10700,182900,4600,100000,29300,27300,399900,30900,490700,15600,46900,27600,968900,485800,104500,788900,240300
antonis.white,39700,72900,17700,110500,14500,381400,41400,256700,174800,124300,131300,140800,103900,3000,4400,0,134900,339400,5600,2800,17700,122000,6300,31500,12600,53700,224500,22100,452800,4700,19100,8000,532400,284700,77600,439100,125000
peace,1800,2000,2200,2400,2400,41000,8400,29900,25000,29400,18200,15100,19800,0,0,0,19200,31100,1900,2900,2100,11500,0,6200,3400,0,11200,0,34900,0,1200,1800,42400,23000,3700,53700,10900
Kingash,7100,3900,0,9100,0,33500,0,41300,36000,20700,3100,2800,8900,0,0,0,6000,82800,1900,0,0,25600,2100,0,4000,3000,37600,0,27200,0,5600,0,69000,36900,1700,102300,18800
wassim.omais,48100,48400,39800,170600,13200,581600,53800,374600,289900,232000,242800,237800,170000,0,58800,0,197900,507200,3400,10700,24200,163600,11000,57200,18700,5000,297100,60600,446700,13900,42600,18100,799500,395800,103800,653800,169600
hxu10,22000,30900,65200,119200,13500,332600,35800,301900,263700,123500,155800,155200,99300,0,4200,0,117500,313700,3900,4200,5900,114400,9400,67500,15200,8900,196700,12800,266100,10600,19500,20400,521900,343800,29800,447800,167000
AceKing,56900,107000,53500,241400,34100,895700,78100,651200,469200,325700,388400,322000,216200,0,6700,1700,249500,950300,11200,7400,24400,314200,22200,109800,44200,5600,463100,30700,725400,14100,39800,28500,1264400,670000,124400,1099800,279200
mohmahkho,39900,44600,35300,86700,13100,486500,32600,255600,234600,171600,252500,245300,128400,3000,4200,2000,178900,438500,8200,0,26400,116300,3200,69800,16100,14300,237000,36000,412000,13800,17700,9900,600400,301800,99500,494500,146500
SPD_9X2,33200,49100,63000,127200,11500,406900,37300,334500,231000,154000,210500,166100,139400,0,9200,0,118500,407200,5400,2000,10100,111200,7600,79200,15200,12900,261900,35800,306700,17600,36500,11700,706600,480400,52900,582700,162100
sardarsudarshan,0,0,0,0,0,4600,0,6000,1800,2800,1400,0,3000,800,0,0,0,9900,1900,0,0,1600,0,800,0,0,6100,0,0,800,0,0,800,2700,0,9300,1800
Makcum888,36500,40000,40800,114600,5900,431100,34600,334300,260700,150700,236000,229100,116400,1600,7300,0,154900,622600,3900,4600,8000,141000,10000,62000,18900,43800,271200,15400,280200,17700,33400,23600,752500,425200,47000,582700,151500
emorgan5289,101700,132600,62400,239700,63100,715200,100100,320400,299200,187500,452700,346500,212900,0,44800,2000,304200,309200,22100,4900,33200,164000,10600,92100,23500,7200,306100,93200,647500,56900,41200,95900,696200,500900,136300,592500,200800
fractal,121500,146300,19700,156400,38100,491800,79300,310100,270000,220900,261400,207900,147500,0,68800,0,228400,411400,7600,9200,21000,147400,7900,83100,15500,10500,244800,17300,654200,11100,37300,20000,507300,293900,86000,646300,175900
yuji9511,30000,17500,20600,66500,5300,248400,40200,246300,187400,135900,146400,132900,52000,0,0,1700,102800,331900,1900,5400,5900,81900,1500,32200,12600,1000,241300,11400,229900,2900,21100,15500,511600,288700,41900,471400,95500
qpwoeirut,29400,15500,5800,54300,3900,194900,15100,162300,112100,58800,94800,63100,46700,0,5100,0,53800,267600,1900,0,0,66200,3500,33500,8900,25500,147400,4800,128600,8700,25000,1800,334900,212600,20700,285000,69200
Beas,81200,65300,69800,220200,25200,990900,87800,759900,569700,317200,550600,512000,275400,3200,9400,2600,354400,1103600,16400,9600,18500,291900,15400,146600,38500,8600,621600,37100,760300,11700,62700,36700,1539100,795600,171200,1158400,336000
RUDENKO.ONE.LOVE,34300,17000,38600,65700,7100,235400,19000,227400,176300,141600,141500,95400,88300,4500,6600,0,54100,443600,1900,1000,4000,116400,5200,41500,18400,35500,169500,14000,166800,3900,13500,7200,525100,283900,22400,455600,101200
Valera_Grinenko,106600,115600,72900,213500,38700,865100,91500,771000,526500,347900,403800,369800,205800,7100,15900,2900,281300,1319900,7400,5200,20600,336400,22700,152500,39600,34800,563900,35400,700600,15900,55300,22900,1418700,768400,148800,1217100,284500
Kot-Skazochnik,15500,13600,28300,59400,2000,187100,15300,138800,130800,92600,116700,93500,60300,0,4200,0,77400,236300,7900,5200,6400,52200,2900,32100,18100,7600,140000,9500,174300,0,20100,4200,394800,201800,37600,354000,67500
rishit3234,33300,26400,56600,137100,8500,572500,29500,346600,263200,178900,246800,233100,138600,0,10800,3400,156200,500500,15400,2000,5000,130900,3900,67200,16900,4400,310100,16900,383400,20200,49300,21800,808800,442000,73100,683600,169800
GudDay,12800,9100,35000,51900,2100,187700,18500,145500,103700,60300,111700,47700,55600,0,7000,0,23900,120600,7900,2000,3300,33700,0,28100,6300,900,105300,4200,151100,9700,11500,43400,235800,174500,23200,204000,65000
irreversible,32100,5600,12200,18800,3300,91900,6400,83100,84000,45900,43600,36800,33700,0,0,0,22500,128600,1900,0,0,31700,0,15100,25000,2300,60300,3500,59400,3200,9700,11600,140500,103900,5600,141900,30300
googol_S0,11200,6200,7800,22000,0,68200,8800,57300,37400,44300,27500,14000,24400,0,2200,0,6400,63400,1900,0,2400,19300,0,9400,5200,16300,38200,0,50100,1800,7500,4000,87200,56200,4600,109400,18500
00000007,3000,15000,2100,30300,7200,115800,8600,115800,88700,49300,52600,44900,34100,0,9600,0,27300,142700,5400,2000,2600,19000,1400,23300,4600,0,76000,4200,107400,1100,4700,2000,243700,127600,13400,159500,70400
ploki,16900,10500,12800,32500,5700,132900,16600,143000,88800,52000,51600,35700,27600,0,2000,1700,29700,152700,5400,2000,1500,37400,0,11200,9700,0,102100,6500,105200,1800,8300,12000,259000,157100,5200,239800,45200
tiger_2005,1200,2600,0,0,0,13300,2100,18100,11800,11600,4900,3500,9000,0,0,0,3500,20400,1900,2200,0,3700,0,0,0,0,14400,1600,8700,0,0,0,16600,13700,0,35600,9600
Candy.01,23100,50500,41500,109400,11900,440300,36400,326000,232500,163600,218100,234800,91100,1600,2000,2000,148500,407700,11600,6400,3600,143000,5500,59200,22200,13900,258000,22900,367900,9200,38400,12300,584300,363700,66100,494800,135000
Tsetso,47400,19400,8400,75100,13500,291300,35100,272400,185500,139300,114900,114000,68100,0,2000,0,78400,441500,5400,10100,3200,144900,3300,34300,27400,7000,241100,24500,200300,3700,28500,9700,517400,248700,30500,484900,105000
r57shell,59800,50800,118200,119000,48200,538900,83900,467000,304700,171900,250800,211200,146400,1400,41800,0,202500,567200,7800,5800,12700,212000,6500,58800,40500,9500,296200,33200,493000,8900,33400,11600,799600,459800,95000,640100,173000
riano_,3400,8500,8400,16900,0,71100,13000,62000,44800,24700,34100,48600,35400,0,0,0,32300,78800,1900,0,2100,24300,6700,5500,5600,0,43600,0,59100,3100,4400,1800,101200,69800,14500,104900,30400
purinliang,82400,107300,77000,192500,47700,766800,99600,561900,376300,517800,416900,380200,236100,6600,47400,0,301900,863000,5400,11200,37200,276500,9100,121100,42400,43400,384200,83000,648500,24500,111500,25400,1105800,607500,121300,1203800,237600
Wonsei,18100,21200,8400,33300,0,137700,8300,150400,86400,68000,55900,42100,31300,0,2000,0,19300,251200,3900,4000,0,61700,0,15800,4300,1000,134400,12200,103400,2900,18000,5600,343600,201200,17400,343800,60400
Arayi,27200,30600,32200,74600,3300,244200,21400,175700,110900,95600,116400,108700,65500,1600,14600,0,101700,286900,8300,2300,3500,83700,5000,30500,15300,25700,145600,7000,214900,4700,20200,3700,424300,241200,61300,345500,77200
